environment,genotype,observed,predicted,method
PRP_16,SD4587,42.4454508856683,40.8710532155407,ridge_pc5_lo
PRP_16,SD4589,49.130701754386,42.543015864475,ridge_pc5_lo
PRP_16,SD4621,20.1059523809524,42.55051902796033,ridge_pc5_lo
PRP_16,SD4645,46.1726731601732,45.45417135788996,ridge_pc5_lo
PRP_16,SD4675,47.8239468864469,45.073511418737354,ridge_pc5_lo
PRP_16,IDO1403S,36.2110294117647,29.629815368333684,ridge_pc5_lo
PRP_16,IDO1405S,54.0200228832952,29.740101078446383,ridge_pc5_lo
PRP_16,IDO1601S,34.861904761904796,31.346833541704036,ridge_pc5_lo
PRP_16,IDO1603S,47.2748538011696,31.609737665017043,ridge_pc5_lo
PRP_16,UISTONE,51.2681917211329,31.64278320639433,ridge_pc5_lo
PRP_16,LANG-MN,10.707702020202008,44.83977585484828,ridge_pc5_lo
PRP_16,MN11394-6,16.650000000000006,39.285317282838605,ridge_pc5_lo
PRP_16,MN13056-7,8.449169799498705,40.85403992734974,ridge_pc5_lo
PRP_16,MN13064-2,5.638750138750098,43.1932025184444,ridge_pc5_lo
PRP_16,MN13515-8,59.9761904761905,39.72692365739747,ridge_pc5_lo
PRP_16,MT1316,22.752117208672104,39.841965775317725,ridge_pc5_lo
PRP_16,ND-VITPRO,69.3105555555556,47.72665582470247,ridge_pc5_lo
PRP_16,ND828,32.2712295444494,42.49143988778762,ridge_pc5_lo
PRP_16,2375,20.18125000000001,38.39357272305835,ridge_pc5_lo
PRP_16,ND2710,43.3981617647059,36.3494361771745,ridge_pc5_lo
PRP_16,BACUP,32.178824928824895,42.93516644001055,ridge_pc5_lo
PRP_16,WHEATON,56.1313961988304,34.911559611340074,ridge_pc5_lo
PRP_17,ND830,76.33333329999999,76.07545173413375,ridge_pc5_lo
PRP_17,ND833,84.33333329999999,73.51348357952591,ridge_pc5_lo
PRP_17,NDHRS16-12-19,64.0,79.32972350850955,ridge_pc5_lo
PRP_17,NDHRS16-12-31,90.0,81.01599998534827,ridge_pc5_lo
PRP_17,NDHRS16-12-52,62.0,74.61112121481881,ridge_pc5_lo
PRP_17,SD4691,83.33333329999999,73.08339640664563,ridge_pc5_lo
PRP_17,SD4705,85.33333329999999,73.68959617252118,ridge_pc5_lo
PRP_17,SD4710,73.0,68.57578869936944,ridge_pc5_lo
PRP_17,SD4724,89.33333329999999,75.65654924589302,ridge_pc5_lo
PRP_17,SD4741,81.0,69.38795695676095,ridge_pc5_lo
PRP_17,MN13304-5,58.3333333,72.24789388531643,ridge_pc5_lo
PRP_17,MN14138-4,52.3333333,71.48755921004577,ridge_pc5_lo
PRP_17,MN14470-5,91.3333333,71.54940128880642,ridge_pc5_lo
PRP_17,MN14669-1,45.3333333,74.52694796747427,ridge_pc5_lo
PRP_17,2398,48.25,68.49623018606052,ridge_pc5_lo
PRP_17,2375,81.33333329999999,75.39116124886795,ridge_pc5_lo
PRP_17,ND2710,87.16666670000001,69.01048761485958,ridge_pc5_lo
PRP_17,BACUP,68.33333329999999,77.12165267614583,ridge_pc5_lo
PRP_17,WHEATON,41.3333333,71.9091481371497,ridge_pc5_lo
PRP_19,LANNING,36.37,52.915980097182,ridge_pc5_lo
PRP_19,MT1767,28.7366667,38.197019237028954,ridge_pc5_lo
PRP_19,VIDA,46.21,35.90205829020702,ridge_pc5_lo
PRP_19,NDHRS14-0136-C06,46.9533333,56.11337871792896,ridge_pc5_lo
PRP_19,NDHRS16-14-36,49.1333333,58.71616087291041,ridge_pc5_lo
PRP_19,NDHRS16-16-665,63.98,55.897660883156554,ridge_pc5_lo
PRP_19,SD4740,53.3633333,55.583559428106994,ridge_pc5_lo
PRP_19,SD4834,64.1733333,58.15288637951334,ridge_pc5_lo
PRP_19,SD4859,55.4766667,53.314166090678256,ridge_pc5_lo
PRP_19,SD4865,54.4566667,56.850221130822774,ridge_pc5_lo
PRP_19,SD4868,53.8966667,51.50667223527661,ridge_pc5_lo
PRP_19,MN15155-2,61.8833333,52.04737916620485,ridge_pc5_lo
PRP_19,MN16028,47.3333333,51.93560566984537,ridge_pc5_lo
PRP_19,MN16040,66.07,58.85788248880503,ridge_pc5_lo
PRP_19,MN16262-3,55.2166667,54.1017981811135,ridge_pc5_lo
PRP_19,MN16317-5,63.2866667,51.918127475869404,ridge_pc5_lo
PRP_19,MT1621,38.6433333,37.42662994105173,ridge_pc5_lo
PRP_19,NDHRS13-0170-0004,48.3033333,58.05170749959854,ridge_pc5_lo
PRP_19,MT1716,46.8333333,42.324602503051295,ridge_pc5_lo
PRP_19,ND-HERON,53.92,54.85853688003741,ridge_pc5_lo
PRP_19,ND2710,84.477,49.68500730051833,ridge_pc5_lo
PRP_19,BACUP,73.03999999999999,57.297253013921534,ridge_pc5_lo
PRP_19,WHEATON,31.629999999999995,54.59514711360958,ridge_pc5_lo
PRP_97,ND691,15.900000000000006,18.62019525267465,ridge_pc5_lo
PRP_97,PARSHALL,12.400000000000006,29.126089631880205,ridge_pc5_lo
PRP_97,MN94346,15.5,16.775077553190354,ridge_pc5_lo
PRP_97,MN95124,14.299999999999995,17.340686079391617,ridge_pc5_lo
PRP_97,MN95211,15.0,17.172564715767603,ridge_pc5_lo
PRP_97,SCHOLAR,4.599999999999994,7.814978058569371,ridge_pc5_lo
PRP_97,MCVEY,29.799999999999997,25.896865474568912,ridge_pc5_lo
PRP_97,D87-240,47.6,20.501303934470204,ridge_pc5_lo
PRP_97,2375,4.799999999999997,26.448342664285217,ridge_pc5_lo
PRP_97,ND2710,57.5,17.541350655331954,ridge_pc5_lo
PRP_97,BACUP,24.59999999999999,22.938327147486103,ridge_pc5_lo
PRP_97,WHEATON,6.799999999999997,22.966329552566947,ridge_pc5_lo
STP_00,PI182561,91.7,76.21482944577711,ridge_pc5_lo
STP_00,PI382161,79.3,84.91046772431805,ridge_pc5_lo
STP_00,PI382167,82.5,78.38995059930537,ridge_pc5_lo
STP_00,PI81791,85.2,75.17695291954541,ridge_pc5_lo
STP_00,MN97039,82.2,75.35441446950263,ridge_pc5_lo
STP_00,MN97561,83.0,77.1938187529058,ridge_pc5_lo
STP_00,MN98037,85.8,76.47875473403859,ridge_pc5_lo
STP_00,MN98092,82.0,79.18109663042064,ridge_pc5_lo
STP_00,MN98208,88.3,77.29227088817935,ridge_pc5_lo
STP_00,MN98389,88.2,74.16127500484555,ridge_pc5_lo
STP_00,2375,73.0,87.93310304331001,ridge_pc5_lo
STP_00,ND2710,97.2,74.30981464776795,ridge_pc5_lo
STP_00,BACUP,76.7,83.25518432300055,ridge_pc5_lo
STP_00,WHEATON,17.5,84.45108993159177,ridge_pc5_lo
STP_01,PI104131,75.4,64.94548174521427,ridge_pc5_lo
STP_01,PI185380,31.799999999999997,80.00121091314682,ridge_pc5_lo
STP_01,PI349478,90.2,79.32129028786424,ridge_pc5_lo
STP_01,PI382140,87.1,72.13076734466384,ridge_pc5_lo
STP_01,MN99109,77.5,72.60036687556926,ridge_pc5_lo
STP_01,MN99112,89.4,67.24122123140516,ridge_pc5_lo
STP_01,MN99126,76.8,72.14100838309193,ridge_pc5_lo
STP_01,MN99192,91.5,68.26325729940922,ridge_pc5_lo
STP_01,MN99322,87.5,84.40693238662051,ridge_pc5_lo
STP_01,2375,68.9,84.83349331886048,ridge_pc5_lo
STP_01,ND2710,86.2,67.33949583004853,ridge_pc5_lo
STP_01,BACUP,76.5,76.06089337974853,ridge_pc5_lo
STP_01,WHEATON,23.09999999999999,81.35148020714223,ridge_pc5_lo
STP_02,PI163429,74.0,65.18290589651566,ridge_pc5_lo
STP_02,PI168727,57.4,66.57800326741682,ridge_pc5_lo
STP_02,PI345731,63.7,61.20612588243749,ridge_pc5_lo
STP_02,PI185843,82.3,68.75581210400729,ridge_pc5_lo
STP_02,PI264940,65.7,65.08202312664778,ridge_pc5_lo
STP_02,SD3533,64.8,78.8623753058252,ridge_pc5_lo
STP_02,MN00021,74.9,80.52862316611231,ridge_pc5_lo
STP_02,MN00173,78.9,68.15602812759182,ridge_pc5_lo
STP_02,MN00274,95.8,70.16407135692089,ridge_pc5_lo
STP_02,MN99225,85.2,75.00996578277336,ridge_pc5_lo
STP_02,MN99408,81.5,69.96031548258296,ridge_pc5_lo
STP_02,2375,67.3,80.46728048398842,ridge_pc5_lo
STP_02,ND2710,92.6,68.99693320364305,ridge_pc5_lo
STP_02,BACUP,82.0,75.38959642710608,ridge_pc5_lo
STP_02,WHEATON,26.299999999999997,76.98526737227017,ridge_pc5_lo
STP_03,BUCKAUSTRAL,66.7,66.40568906999488,ridge_pc5_lo
STP_03,KLEINCONDOR,63.1,70.01433498289936,ridge_pc5_lo
STP_03,ARTEMOWSKA,61.2,68.3546465453093,ridge_pc5_lo
STP_03,ALBIDUM43,76.7,68.81082056678305,ridge_pc5_lo
STP_03,SD3746,68.2,73.37311228706608,ridge_pc5_lo
STP_03,STEPNJACHKA,57.6,72.29555350751436,ridge_pc5_lo
STP_03,MN01116,87.3,73.32200648401793,ridge_pc5_lo
STP_03,MN01180,86.2,74.13288551456554,ridge_pc5_lo
STP_03,MN01281,88.5,73.71156849927026,ridge_pc5_lo
STP_03,MN99433-1,84.8,71.12870929154452,ridge_pc5_lo
STP_03,ND03_1-15,72.6,76.64502874886058,ridge_pc5_lo
STP_03,ND03_1-9,67.5,74.49469610139988,ridge_pc5_lo
STP_03,2375,75.1,77.11620269888347,ridge_pc5_lo
STP_03,ND2710,89.6,69.70235592381616,ridge_pc5_lo
STP_03,BACUP,68.4,77.89962174220298,ridge_pc5_lo
STP_03,WHEATON,44.7,73.63418958716522,ridge_pc5_lo
STP_04,MN00187-3,86.2333,59.761570756632935,ridge_pc5_lo
STP_04,MN01164,67.9333,70.62994782416433,ridge_pc5_lo
STP_04,MN01NIL84-5-5-15,72.7,69.28256428796264,ridge_pc5_lo
STP_04,MN99220-4,78.8,67.73338013648393,ridge_pc5_lo
STP_04,MN99341-2-5,72.2667,68.719132343113,ridge_pc5_lo
STP_04,ND03_1-15,61.3,70.9101488134947,ridge_pc5_lo
STP_04,ND03_1-9,60.7333,66.91270686431203,ridge_pc5_lo
STP_04,NDSW0345,28.0,59.36412355480372,ridge_pc5_lo
STP_04,RUGBY,47.7333,62.864888493664694,ridge_pc5_lo
STP_04,2375,55.3333,69.53421346179562,ridge_pc5_lo
STP_04,ND2710,86.6333,60.5473453602564,ridge_pc5_lo
STP_04,BACUP,86.1,65.15067795239088,ridge_pc5_lo
STP_04,WHEATON,25.33329999999999,66.05220035007737,ridge_pc5_lo
STP_05,NDSW0350,80.9333,80.3673173899827,ridge_pc5_lo
STP_05,MN01057-3-1,97.7,87.73957835145934,ridge_pc5_lo
STP_05,MN01380-2-1,97.3,82.94397120388922,ridge_pc5_lo
STP_05,MN02051-1,87.0667,91.1034534859676,ridge_pc5_lo
STP_05,MN02219-1,83.0333,93.8290552917127,ridge_pc5_lo
STP_05,MN02306-2,97.13333,88.0138069200131,ridge_pc5_lo
STP_05,NDSW0345,80.7667,81.42437193575383,ridge_pc5_lo
STP_05,RUGBY,83.0333,89.17237615803204,ridge_pc5_lo
STP_05,2375,84.0333,92.64470695073204,ridge_pc5_lo
STP_05,ND2710,98.73333,81.29295673959501,ridge_pc5_lo
STP_05,BACUP,91.93333,91.45816561675822,ridge_pc5_lo
STP_05,WHEATON,71.83330000000001,89.16269383901378,ridge_pc5_lo
STP_07,ES101,77.0,87.75454398831694,ridge_pc5_lo
STP_07,MN03013-3-2,92.8,94.6860897230117,ridge_pc5_lo
STP_07,MN03191-2-1,89.0,90.02314241568047,ridge_pc5_lo
STP_07,NDSW0430,94.7,95.32499044339794,ridge_pc5_lo
STP_07,MN00209-3-1,97.0,87.80913121571781,ridge_pc5_lo
STP_07,MN02222-1,97.0,86.4032319485624,ridge_pc5_lo
STP_07,RUGBY,76.2,92.04879814865838,ridge_pc5_lo
STP_07,BRICK,97.4,89.62079872459586,ridge_pc5_lo
STP_07,2375,90.6,93.33152803741925,ridge_pc5_lo
STP_07,ND2710,96.4,85.951362561288,ridge_pc5_lo
STP_07,BACUP,96.2,94.33458760738456,ridge_pc5_lo
STP_07,WHEATON,68.9,89.84951492570099,ridge_pc5_lo
STP_09,FOREFRONT,94.8,76.43616058469371,ridge_pc5_lo
STP_09,SD4011,93.33333333333331,78.03016592977767,ridge_pc5_lo
STP_09,SD4027,87.3,80.24681993245422,ridge_pc5_lo
STP_09,SELECT,84.1333333333333,78.82286355991134,ridge_pc5_lo
STP_09,MN05152-1-1,92.73333333333332,89.29846251983706,ridge_pc5_lo
STP_09,MN06049-1-3,93.5,83.99935027405296,ridge_pc5_lo
STP_09,MN06202-3-1,89.6333333333333,84.61363838055428,ridge_pc5_lo
STP_09,MN06213-6-2-4,80.8666666666667,86.8925728130768,ridge_pc5_lo
STP_09,MN06219-2-2,77.8333333333333,87.1269698961355,ridge_pc5_lo
STP_09,2375,75.0,90.03370186376429,ridge_pc5_lo
STP_09,ND2710,89.7333333333333,78.06140785480106,ridge_pc5_lo
STP_09,BACUP,87.3666666666667,84.37776703463416,ridge_pc5_lo
STP_09,WHEATON,15.799999999999995,86.55168875204605,ridge_pc5_lo
STP_10,MT09SCAB16,64.0,55.891696581404894,ridge_pc5_lo
STP_10,MT09SCAB3,66.4,57.833703375130504,ridge_pc5_lo
STP_10,MT09SCAB5,77.8,54.57103066240399,ridge_pc5_lo
STP_10,MT09SCAB9,75.7,52.14979137689009,ridge_pc5_lo
STP_10,FN09-17017,85.4,77.4153023590644,ridge_pc5_lo
STP_10,FN09-17210,71.1,77.25314780662431,ridge_pc5_lo
STP_10,FN09-17213,64.3,79.6380683193296,ridge_pc5_lo
STP_10,FN09-17270,63.5,75.98908113899047,ridge_pc5_lo
STP_10,FN09-17275,80.9,81.58226604964963,ridge_pc5_lo
STP_10,MN06216-6-2-4,80.3,78.36307044811062,ridge_pc5_lo
STP_10,MN07049-7-3,78.5,78.40236038837678,ridge_pc5_lo
STP_10,MN07183-3,71.1,74.00240882331134,ridge_pc5_lo
STP_10,BW928,71.0,79.24683897917538,ridge_pc5_lo
STP_10,ALSEN,90.0,82.50557173654974,ridge_pc5_lo
STP_10,2375,88.1,77.46338643337633,ridge_pc5_lo
STP_10,ND2710,88.0,72.28972030268785,ridge_pc5_lo
STP_10,BACUP,65.3,80.3267076839563,ridge_pc5_lo
STP_10,WHEATON,59.8,73.98137332165808,ridge_pc5_lo
STP_11,10EXP13-16,70.7,78.69156309289805,ridge_pc5_lo
STP_11,10EXP13-24,84.0667,78.90477410521191,ridge_pc5_lo
STP_11,10EXP13-44,68.0667,76.39172939443685,ridge_pc5_lo
STP_11,10EXP13-87,81.7,79.47744200882025,ridge_pc5_lo
STP_11,10EXPSW13-19,48.4,68.38364385550544,ridge_pc5_lo
STP_11,10EXPSW13-28,67.5,74.29829170618218,ridge_pc5_lo
STP_11,10EXPSW13-9,59.6333,66.20901966259436,ridge_pc5_lo
STP_11,SD4313,79.2667,73.28662416227111,ridge_pc5_lo
STP_11,SD4331,74.7,76.08407487618665,ridge_pc5_lo
STP_11,SD4337,77.7,78.0230031691429,ridge_pc5_lo
STP_11,SD4338,81.33330000000001,75.14653795747735,ridge_pc5_lo
STP_11,SD4343,93.7,74.63259292560608,ridge_pc5_lo
STP_11,MN07057-6-4,64.66669999999999,78.31613328835856,ridge_pc5_lo
STP_11,MN07167W-2-1,72.1,74.78567567429553,ridge_pc5_lo
STP_11,MN09023,70.16669999999999,73.87025691491073,ridge_pc5_lo
STP_11,MN09092,88.0,71.78856999460307,ridge_pc5_lo
STP_11,X00009-16,77.0667,74.71010707601863,ridge_pc5_lo
STP_11,BW928,88.0,76.5878086833198,ridge_pc5_lo
STP_11,ALSEN,85.0333,82.28723097173686,ridge_pc5_lo
STP_11,2375,71.2333,78.5243586987201,ridge_pc5_lo
STP_11,ND2710,88.3667,69.63069000683228,ridge_pc5_lo
STP_11,BACUP,66.95,77.20300391735141,ridge_pc5_lo
STP_11,WHEATON,21.549999999999997,75.04234558700186,ridge_pc5_lo
STP_12,11EXP13-105,88.0666666666667,89.03483144868824,ridge_pc5_lo
STP_12,11EXP13-107,84.2333333333333,88.53498279689839,ridge_pc5_lo
STP_12,11EXP13-43,84.6,89.50820266496939,ridge_pc5_lo
STP_12,11EXP13-65,83.06666666666669,88.10227815273501,ridge_pc5_lo
STP_12,11EXP13-78,89.7333333333333,90.87183891290186,ridge_pc5_lo
STP_12,SD4361,78.3333333333333,82.92128428076076,ridge_pc5_lo
STP_12,SD4366,85.8,88.71193020037583,ridge_pc5_lo
STP_12,SD4388,83.5,88.94630258904458,ridge_pc5_lo
STP_12,SD4394,81.4666666666667,79.82449079791138,ridge_pc5_lo
STP_12,SD4397,91.96666666666668,85.88787667370764,ridge_pc5_lo
STP_12,MN08166,92.56666666666666,86.7472967907728,ridge_pc5_lo
STP_12,MN08173,78.26666666666671,85.82979864810139,ridge_pc5_lo
STP_12,MN09027,87.5666666666667,85.92852662980316,ridge_pc5_lo
STP_12,MN09071,80.4,86.7715533725893,ridge_pc5_lo
STP_12,MN09121,87.8333333333333,81.01019096786065,ridge_pc5_lo
STP_12,BW928,85.3,88.64201754881925,ridge_pc5_lo
STP_12,ALSEN,81.43333333333331,91.83505632901463,ridge_pc5_lo
STP_12,2375,86.2666666666667,87.34161277035301,ridge_pc5_lo
STP_12,ND2710,95.93333333333334,81.68489887233173,ridge_pc5_lo
STP_12,BACUP,82.9,87.22998126120329,ridge_pc5_lo
STP_12,WHEATON,49.8166666666667,83.85959965863476,ridge_pc5_lo
STP_13,SD4487,49.6333,78.69929057744336,ridge_pc5_lo
STP_13,SD4518,84.4667,81.56061941462144,ridge_pc5_lo
STP_13,SD4536,89.7,84.54982094823929,ridge_pc5_lo
STP_13,SD4541,74.2667,82.09591393450089,ridge_pc5_lo
STP_13,SD4544,84.5,78.9270015430086,ridge_pc5_lo
STP_13,MN09157,90.2,84.72509836309214,ridge_pc5_lo
STP_13,MN10055,81.4,81.01776393995343,ridge_pc5_lo
STP_13,MN10285,93.3,86.48688124142409,ridge_pc5_lo
STP_13,MN10362,96.1,78.03351742222911,ridge_pc5_lo
STP_13,MN10368,84.3,81.54256121557135,ridge_pc5_lo
STP_13,12-14-147,85.3667,79.44377123323216,ridge_pc5_lo
STP_13,12-14-158,80.5667,85.44306992261458,ridge_pc5_lo
STP_13,12-14-172,94.43333,88.35237654353608,ridge_pc5_lo
STP_13,12-14-97,62.3333,86.31210025740097,ridge_pc5_lo
STP_13,ALSEN,76.4667,88.45223353452171,ridge_pc5_lo
STP_13,2375,80.0,84.35926513638142,ridge_pc5_lo
STP_13,ND2710,94.56667,78.84098855417754,ridge_pc5_lo
STP_13,BACUP,95.7,84.0495135139526,ridge_pc5_lo
STP_13,WHEATON,37.15,80.87725202466318,ridge_pc5_lo
STP_14,SD4504,95.4,96.6620449548446,ridge_pc5_lo
STP_14,SD4508,91.46667,86.78612651288523,ridge_pc5_lo
STP_14,SD4510,95.26667,85.7281460300586,ridge_pc5_lo
STP_14,SD4514,93.1,96.54105388714504,ridge_pc5_lo
STP_14,SD4546,90.86667,97.13464850375196,ridge_pc5_lo
STP_14,MN10021,96.76667,88.7410402164925,ridge_pc5_lo
STP_14,MN10388,97.2,90.57659124428986,ridge_pc5_lo
STP_14,MN11074,96.5,89.99427928709623,ridge_pc5_lo
STP_14,MN11397-1,96.63333,90.54165118299544,ridge_pc5_lo
STP_14,MN11405,96.3,90.64093492448212,ridge_pc5_lo
STP_14,12-14-147,89.5,91.1171919351808,ridge_pc5_lo
STP_14,12-14-158,83.16669999999999,95.63298120739648,ridge_pc5_lo
STP_14,12-14-172,94.3,99.47356896710852,ridge_pc5_lo
STP_14,12-14-97,87.3333,96.51914692902346,ridge_pc5_lo
STP_14,ALSEN,95.36667,99.57342595809416,ridge_pc5_lo
STP_14,2375,86.2,96.03268583833008,ridge_pc5_lo
STP_14,ND2710,95.16667,89.03089983895944,ridge_pc5_lo
STP_14,BACUP,96.06667,93.20503581860636,ridge_pc5_lo
STP_14,WHEATON,60.0667,92.55067272661182,ridge_pc5_lo
STP_15,14-13-106,68.2,84.94406601155475,ridge_pc5_lo
STP_15,14-13-135,91.8,82.7153450124762,ridge_pc5_lo
STP_15,14-13-14,64.06666666666669,87.42281215769373,ridge_pc5_lo
STP_15,14-13-21,91.3,85.18676401644736,ridge_pc5_lo
STP_15,14-13-97,71.3333333333333,81.3659855585528,ridge_pc5_lo
STP_15,SD4559,90.83333333333331,80.8131694341459,ridge_pc5_lo
STP_15,SD4582,91.6,86.62392880660262,ridge_pc5_lo
STP_15,SD4595,87.5666666666667,77.69045491326554,ridge_pc5_lo
STP_15,SD4605,81.6666666666667,80.1588391267542,ridge_pc5_lo
STP_15,SD4607,91.93333333333334,80.1358505627426,ridge_pc5_lo
STP_15,MN11326-3,85.3666666666667,79.24231303355437,ridge_pc5_lo
STP_15,MN12265-1,80.1333333333333,79.17751273884947,ridge_pc5_lo
STP_15,MN12307-3,79.0333333333333,82.77657719311196,ridge_pc5_lo
STP_15,MN12423-5,86.9666666666667,77.32555750648065,ridge_pc5_lo
STP_15,MN12545-3,88.7,81.22446273615051,ridge_pc5_lo
STP_15,ALSEN,78.2,88.12638150392533,ridge_pc5_lo
STP_15,2375,75.9666666666667,85.04390007969202,ridge_pc5_lo
STP_15,ND2710,94.03333333333332,78.7387891334056,ridge_pc5_lo
STP_15,BACUP,81.1666666666667,82.07878772441012,ridge_pc5_lo
STP_15,WHEATON,25.049999999999997,81.56188696797378,ridge_pc5_lo
STP_16,MT1348,37.0666666666667,62.7371354155742,ridge_pc5_lo
STP_16,MT1401,74.7,56.00350894639647,ridge_pc5_lo
STP_16,ND820,75.5333333333333,78.9222304775183,ridge_pc5_lo
STP_16,ND822,92.03333333333332,80.77652551421254,ridge_pc5_lo
STP_16,ND824,91.2,81.01916969525408,ridge_pc5_lo
STP_16,SD4587,91.83333333333331,77.49679480161966,ridge_pc5_lo
STP_16,SD4589,86.1333333333333,79.16875745055397,ridge_pc5_lo
STP_16,SD4621,94.93333333333334,74.25079378460555,ridge_pc5_lo
STP_16,SD4645,77.6333333333333,77.15444611453516,ridge_pc5_lo
STP_16,SD4675,81.6666666666667,76.77378617538255,ridge_pc5_lo
STP_16,IDO1403S,49.2,73.23415055002789,ridge_pc5_lo
STP_16,IDO1405S,58.5,66.36584266452535,ridge_pc5_lo
STP_16,IDO1601S,63.6,67.97257512778299,ridge_pc5_lo
STP_16,IDO1603S,38.6666666666667,75.21407284671125,ridge_pc5_lo
STP_16,UISTONE,47.0333333333333,68.2685247924733,ridge_pc5_lo
STP_16,LANG-MN,86.5666666666667,81.46551744092724,ridge_pc5_lo
STP_16,MN11394-6,86.4333333333333,70.9855920394838,ridge_pc5_lo
STP_16,MN13056-7,80.2,72.55431468399495,ridge_pc5_lo
STP_16,MN13064-2,79.6666666666667,79.81894410452338,ridge_pc5_lo
STP_16,MN13515-8,94.66666666666669,71.42719841404268,ridge_pc5_lo
STP_16,MT1316,69.2,75.4938356745992,ridge_pc5_lo
STP_16,ND-VITPRO,84.5,84.35239741078144,ridge_pc5_lo
STP_16,ND828,85.8333333333333,79.1171814738666,ridge_pc5_lo
STP_16,ALSEN,83.5,80.4796307059388,ridge_pc5_lo
STP_16,2375,74.93333333333331,81.99790790475255,ridge_pc5_lo
STP_16,ND2710,75.06666666666669,72.97517776325348,ridge_pc5_lo
STP_16,BACUP,91.53333333333332,78.3617360131902,ridge_pc5_lo
STP_16,WHEATON,49.5,78.5158947930343,ridge_pc5_lo
STP_17,ND830,87.7,92.57028337949036,ridge_pc5_lo
STP_17,ND833,94.6,93.11759466744968,ridge_pc5_lo
STP_17,NDHRS16-12-19,83.0333333333333,96.7933006561958,ridge_pc5_lo
STP_17,NDHRS16-12-31,95.76666666666668,96.6772490307601,ridge_pc5_lo
STP_17,NDHRS16-12-52,97.13333333333333,91.10595286017542,ridge_pc5_lo
STP_17,SD4691,93.6,92.6875074945694,ridge_pc5_lo
STP_17,SD4705,95.83333333333331,90.1844278178778,ridge_pc5_lo
STP_17,SD4710,95.93333333333334,88.17989978729321,ridge_pc5_lo
STP_17,SD4724,98.06666666666666,92.15138089124964,ridge_pc5_lo
STP_17,SD4741,94.06666666666666,88.99206804468471,ridge_pc5_lo
STP_17,MN13304-5,91.2,87.90914293072825,ridge_pc5_lo
STP_17,MN14138-4,96.83333333333331,91.09167029796954,ridge_pc5_lo
STP_17,MN14470-5,78.0333333333333,91.1535123767302,ridge_pc5_lo
STP_17,MN14669-1,96.2,91.02177961283088,ridge_pc5_lo
STP_17,ALSEN,96.86666666666667,98.5289735652602,ridge_pc5_lo
STP_17,2375,81.5333333333333,95.3714667945211,ridge_pc5_lo
STP_17,ND2710,97.06666666666666,85.5053192602162,ridge_pc5_lo
STP_17,BACUP,94.0,92.78290172155764,ridge_pc5_lo
STP_17,WHEATON,40.8666666666667,91.88945368280284,ridge_pc5_lo
STP_18,MT1673,65.3333333333333,52.585778317867685,ridge_pc5_lo
STP_18,NDHRS16-13-13,76.4,81.90584282555756,ridge_pc5_lo
STP_18,NDHRS16-13-89,92.1,76.7794561912681,ridge_pc5_lo
STP_18,NDHRS16-13-97,87.6,81.58231508041447,ridge_pc5_lo
STP_18,NDHRS16-14-12,76.5333333333333,81.67017930441212,ridge_pc5_lo
STP_18,NDHRS16-14-91,87.1,80.77818224096141,ridge_pc5_lo
STP_18,SD4756,89.7333333333333,74.00499706172373,ridge_pc5_lo
STP_18,SD4758,27.90000000000001,86.66165069161235,ridge_pc5_lo
STP_18,SD4787,91.43333333333334,71.59351467580777,ridge_pc5_lo
STP_18,SD4819,90.46666666666668,76.95465533414657,ridge_pc5_lo
STP_18,SD4822,81.3666666666667,73.31231866629686,ridge_pc5_lo
STP_18,MN15008-7,90.2,85.8139354811838,ridge_pc5_lo
STP_18,MN15029-8,63.5666666666667,73.97153511829586,ridge_pc5_lo
STP_18,MN15089-2,89.4,75.42683453057494,ridge_pc5_lo
STP_18,MN15219-2,75.8333333333333,86.46932299200213,ridge_pc5_lo
STP_18,MN15501-4,69.3333333333333,80.5416103527898,ridge_pc5_lo
STP_18,MT1621,69.6,65.16617856528354,ridge_pc5_lo
STP_18,ALSEN,88.0,85.04288329220822,ridge_pc5_lo
STP_18,2375,68.3666666666667,85.81670884955966,ridge_pc5_lo
STP_18,ND2710,95.63333333333333,71.63208834299667,ridge_pc5_lo
STP_18,BACUP,92.83333333333331,77.38015402862167,ridge_pc5_lo
STP_18,WHEATON,14.133333333333296,82.33469573784141,ridge_pc5_lo
STP_19,LANNING,65.73333333333329,68.00763614394074,ridge_pc5_lo
STP_19,MT1767,34.8666666666667,52.789334969272645,ridge_pc5_lo
STP_19,VIDA,28.033333333333303,54.229216694535125,ridge_pc5_lo
STP_19,NDHRS14-0136-C06,76.3333333333333,70.9502959992432,ridge_pc5_lo
STP_19,NDHRS16-14-36,84.7666666666667,73.63562437892409,ridge_pc5_lo
STP_19,NDHRS16-16-665,80.5,70.48997661540024,ridge_pc5_lo
STP_19,SD4740,70.5,70.17587516035067,ridge_pc5_lo
STP_19,SD4834,87.7333333333333,72.98980366082756,ridge_pc5_lo
STP_19,SD4859,68.0,67.90648182292193,ridge_pc5_lo
STP_19,SD4865,69.26666666666671,71.9418771775815,ridge_pc5_lo
STP_19,SD4868,67.6,69.83383063960471,ridge_pc5_lo
STP_19,MN15155-2,73.6,70.37453757053296,ridge_pc5_lo
STP_19,MN16028,59.3333333333333,66.85506917585907,ridge_pc5_lo
STP_19,MN16040,88.9,73.45019822104871,ridge_pc5_lo
STP_19,MN16262-3,73.6333333333333,69.19345422787227,ridge_pc5_lo
STP_19,MN16317-5,79.93333333333331,70.24528588019749,ridge_pc5_lo
